id,text,expert label
218524:2513,If you want to have the most relaxing and wonderful vacation ever come to Secrets,1
239591:61,Hotel is down some side streets 5 minute walk away from the main street of La Rambla with its metro stop of Liceu - so you are within easy reach of the rest of the City via the metro.,1
239591:61,just keep your wits about you and you will have no problems.,1
239591:61,go through the large gate and to the left is a lovely little outside bar area ___‰è_‰è___?,1
239591:61,Would advise taking a stroll in the opposite direction to La Rambla and exploring the area were you will stumble across the most wonderful bars and restaurants at much better value.,1
239591:61,would recommend.,1
209583:184,"One word of caution - drink lots of bottled water and watch the food preparation, making sure your food has been cooked all the way.",1
305813:390,So dont always think that booking early is the best.,1
230119:57,"Beware - If paying the buffet breakfast was poor value, Ok for cereals and fruit,poor quality cooked breakfast.",1
86966:26,Waikiki is small and you can walk to the beach in a short time.,1
93034:89,"However, be prepared that most restaurants and hotels are working at half of their usual staff since Katrina.",1
93034:89,Made an excellent recommendation or dinner-Tommys...you have to eat there,1
93034:89,Stay in courtyard room-very quiet.,1
93034:89,Go to Spa Aria at tehhOtel MOnteleone...wonderful services there Eat at Muriels and Tommys You wont be disappointed,1
247957:133,Dont hesitate to stay here unless you are upper class American and only expect the very very best.,1
247957:133,If you expect 5 star service then dont leave your country where you have all the modern facilities.,1
247957:133,So bottom line is if you are an average american like me go to this resort.,1
247957:133,And please ignore the negative comments.,1
224877:158,If you can get the rate this is a great stopover and the staff have a lot of nice touches like getting us some water for the cab ride back to the airport.,1
94326:290,"Tip-join their members club ,free, via their website before you book, and then you truly get treated royally .i.e upgrade to suites, free calls, free welcome snacks, daily papers etc.",1
86978:216,Ask for room with an odd number thats starts over 13.,1
599363:58,"If you dont want to stay in a hi tech hotel ,of which there are many in Madrid, and prefer a bit of old Spain - stay here.",1
599363:58,I would recommend this hotel to anyone who likes a bit of style and comfort.,1
599363:58,Also this is a safer area than say- Sol and the Gran Via-where I saw an attempt at pic-pocketing etc at night time.,1
599363:58,Be careful where you stay in this city.,1
99371:36,I highly recommend this hotel for families and/or friends who want to hang out together instead of booking small separate rooms.,1
148045:287,"Our room was beautiful and spacious and if you can afford it, I highly recommend the bigger room when staying with children.",1
148045:287,"You can rent innertubes or floats ,about $10 for the day each,.",1
148045:287,Dont expect ANYTHING to be included.,1
81038:33,"If you do stay there and even if you dont, make sure you have dinner at House of Nanking on Kearny - excellent",1
87052:41,"If you can, upgrade to an Ocean Front Room",1
218492:510,"The pools were very clean, but you had to get up at 5am to put your towel on a loung chair or you wouldnt get one by the pool or under an umbrella.",1
266322:103,We highly recommend the Clarendon Hotel and Suites.,1
86959:167,Just fill out the card with the time slot you wish your breakfast to arrive at your room.,1
86959:167,So if you are wanting a pool I dont suggest booking here.,1
93593:225,"For the best breakfast tun left as you leave the hotel and walk up to where the small bridge crosses the road at Grand Central Station under this bridge straight across from the station you get the most fantastic breakfast, be early it gets very busy.",1
93593:225,Ps Do the circle line boat tour to see the statue of liberty and the new york skyline it is fantastic.,1
81169:63,Ill recommend it to everyone heading to the City.,1
81375:83,PARKING: is $43 plus tax per day; watch out,1
208454:565,I highly recommend this hotel especially for couples.,1
125161:119,There are some cons about this hotel - REMEMBER - if you drive down your parking is NOT FREE,1
125161:119,This is a great hotel if you want to stay somewhere a little different.,1
197447:3,"The manager should have been promoted long ago,-I will never again meet such a Man who was so happy to help and rectify any problems- he was wonderful.",1
275848:198,This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out.,1
77804:216,"I highly recommend the hotel, especially at the priceline rate of $55.00 per night ,+ tax and fees,.",1
77804:216,"If you want an upgrade room, join the Guest Select program, and you will be sent a coupon for a free room upgrade coupon.",1
77804:216,"after making the reservation, call the hotel and advise you have an upgrade coupon.",1
209382:46,Like others have already done so I would recommend Johns Cafe for breakfast and there is also a great 24 hour deli/store on the corner of 44th and 2nd.,1
218524:2611,SAVE YOUR MONEY AND GO ELSEWHERE.,1
218524:2611,"AS A MATTER OF FACT, AVOID ALL SECRETS RESORTS, AS THEY ARE BUILDING WITHIN PLAYA DEL CARMEN, AND HAVE OTHER RESORTS.",1
76083:92,"I understand things happen, an apology would have been nice.",1
87102:337,My recommendation - spring for the extra money - the full ocean view is well worth it,1
86951:5,The rooms can be a bit small but I suggest ocean view only since the other rooms face high rises and this defeats the purpose of being in a tropical setting.,1
80788:50,"Overall, if cost is a main concern, and you want stay in a basic room for $50 with decent service, in an acceptable neighborhood, then you apparently dont have enough $$$ to stay in a San Francisco hotel, try an upgrade to a local hostel, or stay home.",1
295625:11,"If you are at all sensitive to noise, then it is very important that you get a room in the back of the hotel.",1
305486:8,"Perhaps the secret is to book the executive rooms because they certainly are spacious ,you can upgrade on check in,.",1
607162:23,Room layout good - but would recommend some barrier to stop water from the shower getting the carpet wet,1
89158:31,I highly recommend spending the extra money and staying in one of the rooms on the club level.,1
231519:26,Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.,1
301648:29,"We were in a deluxe room ,dont be fooled, these are the basic rooms, which was really small, compared to the fantastic villa we had in Benoa for less then half the price,",1
301648:29,"The shuttle isnt regular enough, and the town of Ubud is fantastic - loads of lovely restaurants, and quiet away from the main streets - I would really recommend staying in the town.",1
149397:692,"In conclusion, If you are an American planning on going to the Dominican Republic, Think it twice please.",1
231502:38,"If you like quietness, as I do, ask for a room at the backside not fasing the street and higher up.",1
231502:38,"Do not expect a excellent view, but you cant get it all.",1
225873:69,Boston itself is a really easy city to walk around and I would highy recommend it for a short break.,1
582505:15,A must if you have an unlimited expense account since the rooms are very expensive but certainly worthwhile,1
149395:300,"Walking to the shops, you may want to mentally prepare yourself for the abuse you will take from the local shop owners,aka vultures, that will swoop down upon you to practically drag you into their shops.",1
228648:4,"Breakfast was quite pricey at 18euros each, but it was a buffet you could eat as much as you like, so if you have a big appetite, perhaps its good value, and if you didnt want to pay 18euros then dont eat it...",1
222985:8,"Stay away from this hotel, if you really need to be downtown stay in a well known chain for a few extra bucks, your peace of mind will be worth it.",1
195432:17,Tip: pay in cash and have a Rick Steves book to get discounts.,1
195432:17,"The location is amazing, very near the Duomo ,if you are a light sleeper this can be bad for the tolling bells,, just around the corner from the Piazza Republica and down the street from the Uffizi museum and square.",1
195432:17,"They offer handicapped accessible rooms which are more spacious and located at the enterior of the hotel ,which I would recommend as those staying with rooms facing the streets often complain of the noise,.",1
313884:224,Dont forget to tip...,1
313884:224,"Tip, tip, tip and you will not be sorry.",1
313884:224,"Although there are many choices, dont go with an expectation that you will be having a fine dining experience.",1
313884:224,"Drinks: Unless you like really sweet drinks, you might want to consider bringing your own mixers..",1
313884:224,"There really is no good wine choice and if you are a wine drinker, bring your own.",1
313884:224,"The beer is okay when cold ,dont forget the bubba keg, and there is always a very happy and gracious bartender to get you whatever you want.",1
237566:1,Wonderful hotel but bring your ear plugs,1
72586:43,"If you are looking to do downtown Seattle as a tourist you cannot do much better, in my opinion, than the Best Western Executive Inn.",1
81251:54,So I would recommend that if you reserve a room here and cancel SAVE YOUR CANCELATION NUMBER,1
119658:331,Weve stayed in San Francisco before and I would recommend the Commodore Hotel or another Experience Rewards hotel in the SF area.,1
279742:57,Note that the hotel offers great packages on its website - the best way to go.,1
86978:460,"Also, if you need services find a good front desk clerk, they helped us find a rental car when we were told none were available at all locations we called.",1
607162:50,"I was happy to get it, but a working minibar would have been preferable.",1
305813:196,"The mall had many restaurants, including a pretty good dim sum ,recommended,.",1
305813:196,"The dessert place was very good as well ,also recommended,.",1
100570:94,"Its also a great location if you love shopping because Nordstrom and Macys are right up the street as well as 2 big malls, Westlake Center and Pacific Place.",1
224221:191,"Bigger rooms , bar at ground floor, bigger reception, but then it wouldnt be the hotel that it is .",1
284987:71,"If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I cant imagine why you would need to go anywhere.",1
284987:71,"If you want to rent a car, rent it at the airport, not the resort",1
284987:71,"They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included , after driving in Puerto Rico I highly recommend taking there insurance,.",1
284987:71,Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.,1
223122:85,"The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.",1
94399:77,"Rooms are clean and nice, but bear in mind you just pay for lodging, service does not seem to be included.",1
80999:47,Both places are highly recommended.,1
87016:942,If you go to Oahu whereever you stay you HAVE to eat at Aarons in the Ala Moana hotel.,1
223408:67,"Crown Plaza is fine, but beware of parking prices",1
223408:67,But make sure to ask for a high floor if you dont like the noise.,1
223408:67,"Also, you must eat at Landrys.",1
224214:87,Do not take the Raymond Hudd suite unless you take both of them,1
224214:87,"But for a true represenation, go to the five star alliance website.",1
596760:8,"However, if you plan to take an afternoon nap, bring ear plugs.",1
82114:19,"To get a cheap rate, look around online for the lowest rate, then call the motel directly.",1
82114:19,La Luna could dampen this noise significantly if they were to seal the door so that it fits better in the door frame.,1
82114:19,I recommend not staying in room X01-X12 where X is the floor number.,1
82114:19,Ask for room not facing street.,1
82114:19,"Recommend walking two blocks to Judys cafe on Chestnut St. for breakfast ,they only take cash, but good portions of good food,.",1
120848:14,"If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.",1
120848:14,"But if you prefer to stay in a cozy and comfortable bed and breakfast type of hotel, the Avenue Garden is the perfect fit.",1
252350:13,Just remember to GO EARLY.,1
252350:13,They either need to rewrite the policy on the amount of time a cart can be kept by guests or put DVD players in all rooms.,1
578371:551,"For both the beach and the pool, if you want a chair under a palapa to cover yourself from the sun, I suggest you get their early ,between 8 and 8:30, or before you have breakfast, take your towels and leave them on the chairs you want.",1
578371:551,Please remember to tip the staff.,1
218524:2383,"If you go to the Mexican, dont leave without savoring mega amounts of a local topping called pico de gauaio.",1
218524:2383,"The cave itself is gorgeous but take a swimsuit and change of clothes, you will be wet and muddy upon completion of the tour and a video of your adventure is available for a nominal fee on VHS, CD or DVD.",1
224168:162,Must see Getty Centre and the Grove shopping road.,1
224168:162,Tip choose a floor above the tenth floor for great views.,1
611114:114,"Other than the frozen drinks, I would not reccommend a mixed drink here.",1
85147:323,Dont open curtains as you will only view filthy windows.,1
583034:108,Alcohol was top shelf - try a vodka lime juice,1
646326:7,"Finally, if you stay here, be very careful when going down into the metro and all of the time you stay on the metro.",1
646326:7,"Put your valuables in a zippered pouch inside your clothing, dont carry a backpack, keep an eye on anything you put down beside you in a restaurant, walk in caravans, dont let people surround you on the metro: make sure you are near an exit door.",1
646326:7,"Be aware of your surroundings at all times, and you wont be a victim.",1
265628:343,"If you go on this trip bring items from your dollar stores ,pencils, markers, coloring books, for gifts for these children and watch their reactions.",1
325490:32,"I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.",1
109454:31,"For the location, you are much better off at the Hyatt Regency.",1
114026:59,I would highly recommend an upgrade for that price.,1
114026:59,"For a good breakfast right on the beach check out Dukes ,less than a 5 minute walk from the hotel,.",1
114026:59,"If youre in the mood to splurge, the Royal Hawaiian ,pink hotel, has a great breakfast but it is pricey.",1
114026:59,"If youre looking for a reasonably priced nice hotel steps away from the beach, I would recommend staying at the Waikiki Parc.",1
80793:145,"Overall, I would highly recommend this hotel.",1
149399:522,"Remember to bring comfy walking shoes, the Melia Caribe Tropical is huge",1
93335:32,"I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.",1
93467:7,If I had to recommend only one hotel in would be the Affinia Gardens.,1
296915:84,"If you are going to Barcelona, this is the place to stay.",1
1049387:12,I think guests should get to park for free.,1
275848:117,Avoid the first floor and you will be fine.,1
305861:6,Bring a Lan cable for your laptop in the room.,1
305861:6,"Tips: When you take the tram going back to the hotel, make sure it does NOT say Happy Valley or Causeway Bay.",1
305861:6,Make sure to go to Aberdeen and take a sanpan ride.,1
230104:5,"Its not a luxury hotel but if you are looking for something a little outside the city, its a good choice and a good price for Amsterdam.",1
478252:955,Beware as in the trip info it says that you can go snorkling but no gear is provided so if you want to snorkle take you own gear.,1
478252:955,"you dont need a blow dryer one is provided, if you want to buy rum and cigars either get them at the Hotel or go to the factory.",1
